trial_id,run_id,seed,pd_level,t_start_iso,t_end_iso,t_climate_done_iso,t_layout_done_iso,t_bridge_done_iso,dt_climate_s,dt_layout_s,dt_bridge_s,dt_aep_total_s,dt_total_s,n_farms_total,n_new_farms,n_turbines_total,requested_mw,delivered_mw,delivered_pct,climate_scale,climate_extreme_modes,climate_mean_speed,climate_dominant_sector,climate_dominant_sector_freq,n_turbines_added
mc_20260807_0627_high_000047,mc_20260807_0627_high/task_0009,47,high,2026-08-07T06:30:04.338,2026-08-07T06:30:38.630,2026-08-07T06:30:04.341,2026-08-07T06:30:10.860,2026-08-07T06:30:10.861,0.0,6.52,0.0,27.77,34.29,24,11,1485,23616.0,8004.0,33.89,1.0,,9.18,8,0.1294,681
mc_20260807_0627_high_000048,mc_20260807_0627_high/task_0009,48,high,2026-08-07T06:30:38.630,2026-08-07T06:31:09.564,2026-08-07T06:30:38.633,2026-08-07T06:30:45.796,2026-08-07T06:30:45.797,0.0,7.16,0.0,23.77,30.93,27,14,1358,23616.0,6710.0,28.41,1.0,,9.205,7,0.1486,516
mc_20260807_0627_high_000049,mc_20260807_0627_high/task_0009,49,high,2026-08-07T06:31:09.565,2026-08-07T06:31:32.065,2026-08-07T06:31:09.568,2026-08-07T06:31:16.646,2026-08-07T06:31:16.647,0.0,7.08,0.0,15.42,22.5,24,11,1336,23616.0,6220.0,26.34,1.0,,9.368,7,0.1492,486
mc_20260807_0627_high_000050,mc_20260807_0627_high/task_0010,50,high,2026-08-07T06:28:35.772,2026-08-07T06:29:24.869,2026-08-07T06:28:35.777,2026-08-07T06:28:43.283,2026-08-07T06:28:43.291,0.0,7.51,0.01,41.58,49.1,20,7,1498,23616.0,5554.0,23.52,1.0,,9.283,7,0.1658,415
mc_20260807_0627_high_000051,mc_20260807_0627_high/task_0010,51,high,2026-08-07T06:29:24.872,2026-08-07T06:29:56.386,2026-08-07T06:29:24.875,2026-08-07T06:29:33.454,2026-08-07T06:29:33.454,0.0,8.58,0.0,22.93,31.51,25,12,1269,23616.0,4834.8,20.47,1.0,,8.801,7,0.1516,352
mc_20260807_0627_high_000052,mc_20260807_0627_high/task_0010,52,high,2026-08-07T06:29:56.387,2026-08-07T06:30:19.161,2026-08-07T06:29:56.390,2026-08-07T06:30:04.900,2026-08-07T06:30:04.900,0.0,8.51,0.0,14.26,22.77,22,9,1051,23616.0,5169.2,21.89,1.0,,9.106,7,0.1515,386
mc_20260807_0627_high_000053,mc_20260807_0627_high/task_0010,53,high,2026-08-07T06:30:19.162,2026-08-07T06:30:44.097,2026-08-07T06:30:19.166,2026-08-07T06:30:26.596,2026-08-07T06:30:26.596,0.0,7.43,0.0,17.5,24.94,19,6,1276,23616.0,3943.0,16.7,1.0,,9.05,8,0.1538,332
mc_20260807_0627_high_000054,mc_20260807_0627_high/task_0010,54,high,2026-08-07T06:30:44.098,2026-08-07T06:31:07.549,2026-08-07T06:30:44.101,2026-08-07T06:30:51.861,2026-08-07T06:30:51.861,0.0,7.76,0.0,15.69,23.45,20,7,1229,23616.0,3349.0,14.18,1.0,,8.638,7,0.1521,300
mc_20260807_0627_high_000055,mc_20260807_0627_high/task_0011,55,high,2026-08-07T06:28:36.028,2026-08-07T06:28:57.562,2026-08-07T06:28:36.032,2026-08-07T06:28:44.465,2026-08-07T06:28:44.474,0.0,8.43,0.01,13.09,21.53,18,5,986,23616.0,2528.5,10.71,1.0,,8.473,8,0.1743,175
mc_20260807_0627_high_000056,mc_20260807_0627_high/task_0011,56,high,2026-08-07T06:28:57.566,2026-08-07T06:29:27.011,2026-08-07T06:28:57.571,2026-08-07T06:29:05.329,2026-08-07T06:29:05.330,0.01,7.76,0.0,21.68,29.45,21,8,1278,23616.0,5018.8,21.25,1.0,,9.104,7,0.1628,408
mc_20260807_0627_high_000057,mc_20260807_0627_high/task_0011,57,high,2026-08-07T06:29:27.012,2026-08-07T06:30:02.556,2026-08-07T06:29:27.016,2026-08-07T06:29:34.398,2026-08-07T06:29:34.399,0.0,7.38,0.0,28.16,35.54,21,8,1463,23616.0,6247.0,26.45,1.0,,8.896,7,0.1487,494
mc_20260807_0627_high_000058,mc_20260807_0627_high/task_0011,58,high,2026-08-07T06:30:02.557,2026-08-07T06:30:38.255,2026-08-07T06:30:02.560,2026-08-07T06:30:10.490,2026-08-07T06:30:10.491,0.0,7.93,0.0,27.76,35.7,21,8,1491,23616.0,5056.0,21.41,1.0,,9.333,7,0.1445,393
mc_20260807_0627_high_000059,mc_20260807_0627_high/task_0011,59,high,2026-08-07T06:30:38.256,2026-08-07T06:31:05.567,2026-08-07T06:30:38.259,2026-08-07T06:30:44.330,2026-08-07T06:30:44.331,0.0,6.07,0.0,21.24,27.31,19,6,1351,23616.0,5619.0,23.79,1.0,,9.091,9,0.1423,527
mc_20260807_0627_high_000060,mc_20260807_0627_high/task_0012,60,high,2026-08-07T06:28:36.087,2026-08-07T06:29:05.783,2026-08-07T06:28:36.092,2026-08-07T06:28:43.550,2026-08-07T06:28:43.559,0.0,7.46,0.01,22.22,29.7,22,9,1135,23611.0,5193.5,22.0,1.0,,9.093,8,0.1362,413
mc_20260807_0627_high_000061,mc_20260807_0627_high/task_0012,61,high,2026-08-07T06:29:05.787,2026-08-07T06:29:34.616,2026-08-07T06:29:05.793,2026-08-07T06:29:14.258,2026-08-07T06:29:14.259,0.01,8.47,0.0,20.36,28.83,28,15,1412,23616.0,5338.2,22.6,1.0,,8.846,8,0.1432,449
mc_20260807_0627_high_000062,mc_20260807_0627_high/task_0012,62,high,2026-08-07T06:29:34.617,2026-08-07T06:30:09.489,2026-08-07T06:29:34.622,2026-08-07T06:29:41.732,2026-08-07T06:29:41.733,0.0,7.11,0.0,27.76,34.87,23,10,1559,23616.0,7939.2,33.62,1.0,,8.611,8,0.1363,584
mc_20260807_0627_high_000063,mc_20260807_0627_high/task_0012,63,high,2026-08-07T06:30:09.490,2026-08-07T06:30:39.046,2026-08-07T06:30:09.494,2026-08-07T06:30:16.686,2026-08-07T06:30:16.686,0.0,7.19,0.0,22.36,29.56,24,11,1434,23616.0,8651.5,36.63,1.0,,9.899,7,0.1773,631
mc_20260807_0627_high_000064,mc_20260807_0627_high/task_0012,64,high,2026-08-07T06:30:39.047,2026-08-07T06:31:01.707,2026-08-07T06:30:39.050,2026-08-07T06:30:46.098,2026-08-07T06:30:46.099,0.0,7.05,0.0,15.61,22.66,21,8,1162,23616.0,4362.0,18.47,1.0,,9.055,7,0.1756,338
mc_20260807_0627_high_000065,mc_20260807_0627_high/task_0013,65,high,2026-08-07T06:28:38.352,2026-08-07T06:29:04.523,2026-08-07T06:28:38.358,2026-08-07T06:28:46.297,2026-08-07T06:28:46.306,0.01,7.94,0.01,18.22,26.17,26,13,1180,23616.0,3748.5,15.87,1.0,,9.052,8,0.1314,261
mc_20260807_0627_high_000066,mc_20260807_0627_high/task_0013,66,high,2026-08-07T06:29:04.526,2026-08-07T06:29:24.368,2026-08-07T06:29:04.530,2026-08-07T06:29:13.315,2026-08-07T06:29:13.316,0.0,8.79,0.0,11.05,19.84,18,5,1014,23616.0,2178.0,9.22,1.0,,9.109,8,0.1492,184
mc_20260807_0627_high_000067,mc_20260807_0627_high/task_0013,67,high,2026-08-07T06:29:24.369,2026-08-07T06:29:51.417,2026-08-07T06:29:24.372,2026-08-07T06:29:31.167,2026-08-07T06:29:31.167,0.0,6.8,0.0,20.25,27.05,23,10,1409,23616.0,6353.0,26.9,1.0,,9.22,7,0.1664,519
mc_20260807_0627_high_000068,mc_20260807_0627_high/task_0013,68,high,2026-08-07T06:29:51.418,2026-08-07T06:30:19.185,2026-08-07T06:29:51.421,2026-08-07T06:29:57.721,2026-08-07T06:29:57.721,0.0,6.3,0.0,21.46,27.77,26,13,1444,23616.0,5962.5,25.25,1.0,,9.421,7,0.1758,532
mc_20260807_0627_high_000069,mc_20260807_0627_high/task_0013,69,high,2026-08-07T06:30:19.186,2026-08-07T06:30:38.840,2026-08-07T06:30:19.188,2026-08-07T06:30:27.226,2026-08-07T06:30:27.226,0.0,8.04,0.0,11.61,19.65,20,7,1037,23616.0,1981.0,8.39,1.0,,9.125,8,0.1458,152
mc_20260807_0627_high_000070,mc_20260807_0627_high/task_0014,70,high,2026-08-07T06:28:38.453,2026-08-07T06:29:35.082,2026-08-07T06:28:38.458,2026-08-07T06:28:44.954,2026-08-07T06:28:44.962,0.0,6.5,0.01,50.12,56.63,25,12,1774,23616.0,8401.0,35.57,1.0,,8.963,7,0.1585,698
mc_20260807_0627_high_000071,mc_20260807_0627_high/task_0014,71,high,2026-08-07T06:29:35.086,2026-08-07T06:30:05.194,2026-08-07T06:29:35.091,2026-08-07T06:29:42.958,2026-08-07T06:29:42.959,0.0,7.87,0.0,22.23,30.11,22,9,1413,23616.0,6589.0,27.9,1.0,,9.153,7,0.158,519
mc_20260807_0627_high_000072,mc_20260807_0627_high/task_0014,72,high,2026-08-07T06:30:05.195,2026-08-07T06:30:30.463,2026-08-07T06:30:05.198,2026-08-07T06:30:14.676,2026-08-07T06:30:14.677,0.0,9.48,0.0,15.79,25.27,22,9,1214,23616.0,2889.0,12.23,1.0,,9.188,8,0.1351,252
mc_20260807_0627_high_000073,mc_20260807_0627_high/task_0014,73,high,2026-08-07T06:30:30.464,2026-08-07T06:30:52.219,2026-08-07T06:30:30.467,2026-08-07T06:30:38.792,2026-08-07T06:30:38.793,0.0,8.33,0.0,13.43,21.75,22,9,1068,23612.0,1783.5,7.55,1.0,,9.188,7,0.1339,141
mc_20260807_0627_high_000074,mc_20260807_0627_high/task_0014,74,high,2026-08-07T06:30:52.219,2026-08-07T06:31:22.110,2026-08-07T06:30:52.222,2026-08-07T06:30:59.069,2026-08-07T06:30:59.070,0.0,6.85,0.0,23.04,29.89,19,6,1427,23616.0,5533.5,23.43,1.0,,9.039,8,0.1445,493
mc_20260807_0627_high_000075,mc_20260807_0627_high/task_0015,75,high,2026-08-07T06:28:38.986,2026-08-07T06:29:26.417,2026-08-07T06:28:38.991,2026-08-07T06:28:44.748,2026-08-07T06:28:44.757,0.0,5.76,0.01,41.66,47.43,23,10,1583,23616.0,7425.5,31.44,1.0,,9.126,7,0.1588,635
mc_20260807_0627_high_000076,mc_20260807_0627_high/task_0015,76,high,2026-08-07T06:29:26.423,2026-08-07T06:30:01.230,2026-08-07T06:29:26.427,2026-08-07T06:29:34.092,2026-08-07T06:29:34.093,0.0,7.67,0.0,27.14,34.81,25,12,1332,23616.0,5564.5,23.56,1.0,,9.446,7,0.1632,503
mc_20260807_0627_high_000077,mc_20260807_0627_high/task_0015,77,high,2026-08-07T06:30:01.231,2026-08-07T06:30:29.309,2026-08-07T06:30:01.234,2026-08-07T06:30:08.706,2026-08-07T06:30:08.707,0.0,7.47,0.0,20.6,28.08,23,10,1419,23616.0,6804.0,28.81,1.0,,9.067,8,0.1467,510
mc_20260807_0627_high_000078,mc_20260807_0627_high/task_0015,78,high,2026-08-07T06:30:29.310,2026-08-07T06:30:58.009,2026-08-07T06:30:29.314,2026-08-07T06:30:35.427,2026-08-07T06:30:35.428,0.0,6.11,0.0,22.58,28.7,22,9,1555,23616.0,7696.0,32.59,1.0,,9.281,7,0.1557,652
mc_20260807_0627_high_000079,mc_20260807_0627_high/task_0015,79,high,2026-08-07T06:30:58.010,2026-08-07T06:31:14.954,2026-08-07T06:30:58.014,2026-08-07T06:31:06.278,2026-08-07T06:31:06.279,0.0,8.26,0.0,8.68,16.94,21,8,1075,23616.0,3311.8,14.02,1.0,,8.926,7,0.1561,257
mc_20260807_0627_high_000080,mc_20260807_0627_high/task_0016,80,high,2026-08-07T06:29:12.406,2026-08-07T06:29:41.437,2026-08-07T06:29:12.411,2026-08-07T06:29:20.199,2026-08-07T06:29:20.208,0.01,7.79,0.01,21.23,29.03,22,9,1465,23616.0,6398.0,27.09,1.0,,9.141,7,0.1567,487
mc_20260807_0627_high_000081,mc_20260807_0627_high/task_0016,81,high,2026-08-07T06:29:41.443,2026-08-07T06:29:58.623,2026-08-07T06:29:41.446,2026-08-07T06:29:48.559,2026-08-07T06:29:48.559,0.0,7.11,0.0,10.06,17.18,22,9,1073,23616.0,2737.0,11.59,1.0,,9.49,7,0.18,222
mc_20260807_0627_high_000082,mc_20260807_0627_high/task_0016,82,high,2026-08-07T06:29:58.624,2026-08-07T06:30:24.059,2026-08-07T06:29:58.627,2026-08-07T06:30:05.455,2026-08-07T06:30:05.455,0.0,6.83,0.0,18.6,25.43,29,16,1450,23616.0,5932.2,25.12,1.0,,9.222,8,0.1482,457
mc_20260807_0627_high_000083,mc_20260807_0627_high/task_0016,83,high,2026-08-07T06:30:24.060,2026-08-07T06:30:46.770,2026-08-07T06:30:24.062,2026-08-07T06:30:31.158,2026-08-07T06:30:31.158,0.0,7.1,0.0,15.61,22.71,21,8,1325,23616.0,4524.0,19.16,1.0,,8.798,7,0.1417,369
mc_20260807_0627_high_000084,mc_20260807_0627_high/task_0016,84,high,2026-08-07T06:30:46.770,2026-08-07T06:31:03.721,2026-08-07T06:30:46.773,2026-08-07T06:30:54.409,2026-08-07T06:30:54.409,0.0,7.64,0.0,9.31,16.95,20,7,1018,23616.0,3203.0,13.56,1.0,,9.032,7,0.1413,222
mc_20260807_0627_high_000085,mc_20260807_0627_high/task_0017,85,high,2026-08-07T06:29:20.079,2026-08-07T06:29:46.774,2026-08-07T06:29:20.084,2026-08-07T06:29:26.455,2026-08-07T06:29:26.463,0.01,6.37,0.01,20.31,26.7,23,10,1425,23616.0,7134.5,30.21,1.0,,9.109,7,0.1638,612
mc_20260807_0627_high_000086,mc_20260807_0627_high/task_0017,86,high,2026-08-07T06:29:46.777,2026-08-07T06:30:11.065,2026-08-07T06:29:46.780,2026-08-07T06:29:53.927,2026-08-07T06:29:53.927,0.0,7.15,0.0,17.14,24.29,27,14,1371,23616.0,5880.0,24.9,1.0,,8.809,7,0.1458,493
mc_20260807_0627_high_000087,mc_20260807_0627_high/task_0017,87,high,2026-08-07T06:30:11.066,2026-08-07T06:30:29.844,2026-08-07T06:30:11.069,2026-08-07T06:30:18.509,2026-08-07T06:30:18.509,0.0,7.44,0.0,11.33,18.78,21,8,1123,23616.0,2928.0,12.4,1.0,,8.928,7,0.1605,247
mc_20260807_0627_high_000088,mc_20260807_0627_high/task_0017,88,high,2026-08-07T06:30:29.845,2026-08-07T06:30:51.074,2026-08-07T06:30:29.847,2026-08-07T06:30:37.360,2026-08-07T06:30:37.360,0.0,7.51,0.0,13.71,21.23,24,11,1257,23616.0,4835.2,20.47,1.0,,8.987,7,0.1643,410
mc_20260807_0627_high_000089,mc_20260807_0627_high/task_0017,89,high,2026-08-07T06:30:51.075,2026-08-07T06:31:16.684,2026-08-07T06:30:51.077,2026-08-07T06:30:57.418,2026-08-07T06:30:57.419,0.0,6.34,0.0,19.27,25.61,27,14,1492,23616.0,8191.0,34.68,1.0,,8.956,7,0.1653,678
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,high,2026-08-07T06:29:22.353,2026-08-07T06:29:44.775,2026-08-07T06:29:22.358,2026-08-07T06:29:29.214,2026-08-07T06:29:29.222,0.0,6.86,0.01,15.55,22.42,22,9,1228,23616.0,4764.5,20.17,1.0,,9.221,7,0.1753,335
mc_20260807_0627_high_000091,mc_20260807_0627_high/task_0018,91,high,2026-08-07T06:29:44.777,2026-08-07T06:30:12.391,2026-08-07T06:29:44.780,2026-08-07T06:29:52.033,2026-08-07T06:29:52.034,0.0,7.25,0.0,20.36,27.61,26,13,1489,23616.0,6079.0,25.74,1.0,,9.314,7,0.1597,586
mc_20260807_0627_high_000092,mc_20260807_0627_high/task_0018,92,high,2026-08-07T06:30:12.391,2026-08-07T06:30:38.372,2026-08-07T06:30:12.394,2026-08-07T06:30:18.418,2026-08-07T06:30:18.419,0.0,6.02,0.0,19.95,25.98,26,13,1489,23616.0,7353.5,31.14,1.0,,8.835,7,0.1345,578
mc_20260807_0627_high_000093,mc_20260807_0627_high/task_0018,93,high,2026-08-07T06:30:38.372,2026-08-07T06:31:06.424,2026-08-07T06:30:38.375,2026-08-07T06:30:45.749,2026-08-07T06:30:45.749,0.0,7.37,0.0,20.67,28.05,22,9,1537,23616.0,6019.5,25.49,1.0,,8.827,8,0.1619,435
mc_20260807_0627_high_000094,mc_20260807_0627_high/task_0018,94,high,2026-08-07T06:31:06.424,2026-08-07T06:31:32.742,2026-08-07T06:31:06.427,2026-08-07T06:31:12.579,2026-08-07T06:31:12.580,0.0,6.15,0.0,20.16,26.32,20,7,1542,23616.0,6695.0,28.35,1.0,,9.358,7,0.1689,518
mc_20260807_0627_high_000095,mc_20260807_0627_high/task_0019,95,high,2026-08-07T06:29:22.684,2026-08-07T06:29:53.057,2026-08-07T06:29:22.689,2026-08-07T06:29:29.603,2026-08-07T06:29:29.611,0.01,6.91,0.01,23.45,30.37,24,11,1550,23616.0,6967.0,29.5,1.0,,8.983,7,0.153,529
mc_20260807_0627_high_000096,mc_20260807_0627_high/task_0019,96,high,2026-08-07T06:29:53.060,2026-08-07T06:30:17.370,2026-08-07T06:29:53.063,2026-08-07T06:29:59.749,2026-08-07T06:29:59.750,0.0,6.69,0.0,17.62,24.31,23,10,1405,23616.0,6236.2,26.41,1.0,,9.471,7,0.1449,592
mc_20260807_0627_high_000097,mc_20260807_0627_high/task_0019,97,high,2026-08-07T06:30:17.370,2026-08-07T06:30:45.463,2026-08-07T06:30:17.373,2026-08-07T06:30:24.404,2026-08-07T06:30:24.405,0.0,7.03,0.0,21.06,28.09,22,9,1539,23616.0,4820.0,20.41,1.0,,9.211,9,0.1336,397
mc_20260807_0627_high_000098,mc_20260807_0627_high/task_0019,98,high,2026-08-07T06:30:45.463,2026-08-07T06:31:04.614,2026-08-07T06:30:45.466,2026-08-07T06:30:52.177,2026-08-07T06:30:52.178,0.0,6.71,0.0,12.44,19.15,22,9,1193,23616.0,5305.0,22.46,1.0,,8.692,7,0.1581,416
mc_20260807_0627_high_000099,mc_20260807_0627_high/task_0019,99,high,2026-08-07T06:31:04.614,2026-08-07T06:31:23.328,2026-08-07T06:31:04.617,2026-08-07T06:31:11.733,2026-08-07T06:31:11.733,0.0,7.12,0.0,11.59,18.71,24,11,1162,23616.0,4338.5,18.37,1.0,,8.789,8,0.1409,338
